date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:10:16	24469/24469	---M--	200	added ('OK')	text/css	etag:%225f95-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/fonts/mfn-icons.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/fonts/mfn-iconsad72.css	(from http://panchtatva-dhimahi.com/)
15:10:17	4380/4380	---M--	200	added ('OK')	text/css	etag:%22111c-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/grid.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/gridad72.css	(from http://panchtatva-dhimahi.com/)
15:10:17	101913/101913	---M--	200	added ('OK')	text/css	etag:%2218e19-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/layout.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/layoutad72.css	(from http://panchtatva-dhimahi.com/)
15:10:19	99495/99495	---M--	200	added ('OK')	text/css	etag:%22184a7-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/shortcodes.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/shortcodesad72.css	(from http://panchtatva-dhimahi.com/)
15:10:21	21646/21646	---MC-	200	added ('OK')	application/rss+xml	etag:%22b1729cb75a54f56942ce8ff663b3e864%22	http://panchtatva-dhimahi.com/feed/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/feed/index.html	(from http://panchtatva-dhimahi.com/)
15:10:21	8785/8785	---M--	200	added ('OK')	text/css	etag:%222251-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/variables.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/variablesad72.css	(from http://panchtatva-dhimahi.com/)
15:10:21	12304/12304	---M--	200	added ('OK')	text/css	etag:%223010-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/style-simple.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/style-simplead72.css	(from http://panchtatva-dhimahi.com/)
15:10:21	58684/58684	---M--	200	added ('OK')	text/css	etag:%22e53c-5984f72d5b600%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/js/animations/animations.min.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/js/animations/animations.minad72.css	(from http://panchtatva-dhimahi.com/)
15:10:23	3020/3020	---M--	200	added ('OK')	text/css	etag:%22bcc-5984f72d5b600%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/js/colorpicker/css/colorpicker.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/js/colorpicker/css/colorpickerad72.css	(from http://panchtatva-dhimahi.com/)
15:10:23	19631/19631	---M--	200	added ('OK')	text/css	etag:%224caf-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/ui/jquery.ui.all.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/ui/jquery.ui.allad72.css	(from http://panchtatva-dhimahi.com/)
15:10:24	10090/10090	---M--	200	added ('OK')	text/css	etag:%22276a-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/jplayer/jplayer.blue.monday.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/jplayer/jplayer.blue.mondayad72.css	(from http://panchtatva-dhimahi.com/)
15:10:24	19888/19888	---M--	200	added ('OK')	text/css	etag:%224db0-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/prettyPhoto.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/prettyPhotoad72.css	(from http://panchtatva-dhimahi.com/)
15:10:25	24198/24198	---M--	200	added ('OK')	text/css	etag:%225e86-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/responsive-1240.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/responsive-1240ad72.css	(from http://panchtatva-dhimahi.com/)
15:10:26	31872/31872	---M--	200	added ('OK')	text/css	etag:%227c80-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/responsive.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/responsivead72.css	(from http://panchtatva-dhimahi.com/)
15:10:27	15587/15587	---M--	200	added ('OK')	text/css	etag:%223ce3-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/skins/blue/style.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/skins/blue/stylead72.css	(from http://panchtatva-dhimahi.com/)
15:10:27	2593/2593	---MC-	200	added ('OK')	text/css	date:Thu,%2013%20Jan%202022%2009:40:27%20GMT	http://panchtatva-dhimahi.com/wp-content/themes/betheme/style.php?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/stylead72-2.css	(from http://panchtatva-dhimahi.com/)
15:10:27	70/70	---M--	200	added ('OK')	text/css	etag:%2246-5984f7298ad00%22	http://panchtatva-dhimahi.com/wp-content/themes/betheme/css/custom.css?ver=9.0	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/themes/betheme/css/customad72.css	(from http://panchtatva-dhimahi.com/)
15:10:29	7200/7200	---M--	200	added ('OK')	application/javascript	etag:%221c20-5984f7480f500%22	http://panchtatva-dhimahi.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-includes/js/jquery/jquery-migrate.min1576.js	(from http://panchtatva-dhimahi.com/)
15:10:43	95977/95977	---M--	200	added ('OK')	application/javascript	etag:%22176e9-5984f7480f500%22	http://panchtatva-dhimahi.com/wp-includes/js/jquery/jquery.js?ver=1.11.3	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-includes/js/jquery/jqueryc1d8.js	(from http://panchtatva-dhimahi.com/)
15:10:43	72/72	---M--	200	added ('OK')	application/javascript	etag:%2248-4ef8501291100%22	http://panchtatva-dhimahi.com/wp-content/plugins/wp-sticky-social/public/assets/js/public.js?ver=1.0.1	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/plugins/wp-sticky-social/public/assets/js/publicf269.js	(from http://panchtatva-dhimahi.com/)
15:10:44	866/866	---M--	200	added ('OK')	text/xml	date:Thu,%2013%20Jan%202022%2009:40:43%20GMT	http://panchtatva-dhimahi.com/xmlrpc.php?rsd	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/xmlrpc0db0.php	(from http://panchtatva-dhimahi.com/)
15:10:44	100482/100482	---M--	200	added ('OK')	application/javascript	etag:%2218882-5984f725ba400%22	http://panchtatva-dhimahi.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.tools.min.js?ver=4.6.93	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.tools.min9cbc.js	(from http://panchtatva-dhimahi.com/)
15:10:44	1045/1045	---M--	200	added ('OK')	text/xml	etag:%22415-5984f749f7980%22	http://panchtatva-dhimahi.com/wp-includes/wlwmanifest.xml	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-includes/wlwmanifest.xml	(from http://panchtatva-dhimahi.com/)
15:10:45	1025/1025	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20Jan%202022%2009:40:44%20GMT	http://panchtatva-dhimahi.com/wp-json/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-json/index.html	(from http://panchtatva-dhimahi.com/)
15:10:46	110031/110031	---M--	200	added ('OK')	application/javascript	etag:%221adcf-5984f725ba400%22	http://panchtatva-dhimahi.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.revolution.min.js?ver=4.6.93	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.revolution.min9cbc.js	(from http://panchtatva-dhimahi.com/)
15:10:47	18673/18673	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2009:40:45%20GMT	http://panchtatva-dhimahi.com/girish.sharma14	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/girish.sharma14	(from http://panchtatva-dhimahi.com/)
15:10:48	18673/18673	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jan%202022%2009:40:47%20GMT	http://panchtatva-dhimahi.com/panchtatvadhimahi@gmail.com	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/panchtatvadhimahi@gmail.com	(from http://panchtatva-dhimahi.com/)
15:10:49	43239/43239	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2009:40:48%20GMT	http://panchtatva-dhimahi.com/ptd-channel/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/ptd-channel/index.html	(from http://panchtatva-dhimahi.com/)
15:10:51	13683/13683	---M--	200	added ('OK')	image/png	etag:%223573-5984f74256780%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/welcome.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/welcome.png	(from http://panchtatva-dhimahi.com/)
15:10:53	57677/57677	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2009:40:51%20GMT	http://panchtatva-dhimahi.com/what-is-reiki/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/what-is-reiki/index.html	(from http://panchtatva-dhimahi.com/)
15:10:54	7100/7100	---M--	200	added ('OK')	image/png	etag:%221bbc-5984f73c9da00%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/logo-slider.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/logo-slider.png	(from http://panchtatva-dhimahi.com/)
15:11:00	36627/36627	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2009:40:54%20GMT	http://panchtatva-dhimahi.com/spiritual-healings/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/spiritual-healings/index.html	(from http://panchtatva-dhimahi.com/)
15:11:02	95220/95220	---M--	200	added ('OK')	image/png	etag:%22173f4-5984f74627080%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/02/slider.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/02/slider.png	(from http://panchtatva-dhimahi.com/)
15:11:12	39633/39633	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2009:41:02%20GMT	http://panchtatva-dhimahi.com/vastu/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/vastu/index.html	(from http://panchtatva-dhimahi.com/)
15:11:35	234063/234063	---M--	200	added ('OK')	image/png	etag:%223924f-5984f74256780%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/wind.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/wind.png	(from http://panchtatva-dhimahi.com/)
15:11:40	47341/47341	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2009:41:35%20GMT	http://panchtatva-dhimahi.com/blogs/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/blogs/index.html	(from http://panchtatva-dhimahi.com/)
15:11:49	686549/686549	---M--	200	added ('OK')	image/jpeg	etag:%22a79d5-5ae3d83b6df91%22	http://panchtatva-dhimahi.com/wp-content/uploads/2020/09/Comp_2_00000.jpg	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2020/09/Comp_2_00000.jpg	(from http://panchtatva-dhimahi.com/)
15:11:50	39849/39849	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2009:41:49%20GMT	http://panchtatva-dhimahi.com/contact-us/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/contact-us/index.html	(from http://panchtatva-dhimahi.com/)
15:11:51	58934/58934	---M--	200	added ('OK')	image/png	etag:%22e636-5984f73ab5580%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/fire.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/fire.png	(from http://panchtatva-dhimahi.com/)
15:12:12	127835/127835	---M--	200	added ('OK')	image/png	etag:%221f35b-5984f73c9da00%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/plant-2.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/plant-2.png	(from http://panchtatva-dhimahi.com/)
15:12:15	394742/394742	---M--	200	added ('OK')	image/png	etag:%22605f6-5984f74256780%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/water-1.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/water-1.png	(from http://panchtatva-dhimahi.com/)
15:12:16	5524/5524	---M--	200	added ('OK')	image/png	etag:%221594-5984f736e4c80%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/1-chakra.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/1-chakra.png	(from http://panchtatva-dhimahi.com/)
15:12:17	5497/5497	---M--	200	added ('OK')	image/png	etag:%221579-5984f736e4c80%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/2-chakra.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/2-chakra.png	(from http://panchtatva-dhimahi.com/)
15:12:18	5459/5459	---M--	200	added ('OK')	image/png	etag:%221553-5984f736e4c80%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/3-chakra.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/3-chakra.png	(from http://panchtatva-dhimahi.com/)
15:12:19	5538/5538	---M--	200	added ('OK')	image/png	etag:%2215a2-5984f736e4c80%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/4-chakra.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/4-chakra.png	(from http://panchtatva-dhimahi.com/)
15:12:20	5469/5469	---M--	200	added ('OK')	image/png	etag:%22155d-5984f736e4c80%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/5-chakra.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/5-chakra.png	(from http://panchtatva-dhimahi.com/)
15:12:22	5533/5533	---M--	200	added ('OK')	image/png	etag:%22159d-5984f736e4c80%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/6-chakra.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/6-chakra.png	(from http://panchtatva-dhimahi.com/)
15:12:23	5488/5488	---M--	200	added ('OK')	image/png	etag:%221570-5984f736e4c80%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/7-chakra.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/7-chakra.png	(from http://panchtatva-dhimahi.com/)
15:12:24	213514/213514	---M--	200	added ('OK')	image/png	etag:%223420a-5984f73e85e80%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/01/thunder-1.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/01/thunder-1.png	(from http://panchtatva-dhimahi.com/)
15:13:01	226415/226415	---M--	200	added ('OK')	image/png	etag:%223746f-5984f734fc800%22	http://panchtatva-dhimahi.com/wp-content/uploads/2015/04/home_lawyer_section-1024x480.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2015/04/home_lawyer_section-1024x480.png	(from http://panchtatva-dhimahi.com/)
15:13:08	281950/281950	---M--	200	added ('OK')	image/png	etag:%2244d5e-5984f74627080%22	http://panchtatva-dhimahi.com/wp-content/uploads/2016/02/slided.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2016/02/slided.png	(from http://panchtatva-dhimahi.com/)
15:13:09	52175/52175	---M--	200	added ('OK')	image/png	etag:%22cbcf-5984f7312bf00%22	http://panchtatva-dhimahi.com/wp-content/uploads/2015/04/chakra-healing.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2015/04/chakra-healing.png	(from http://panchtatva-dhimahi.com/)
15:13:14	27426/27426	---M--	200	added ('OK')	image/png	etag:%226b22-5984f7312bf00%22	http://panchtatva-dhimahi.com/wp-content/uploads/2015/04/crystal-healing.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2015/04/crystal-healing.png	(from http://panchtatva-dhimahi.com/)
15:13:15	37625/37625	---M--	200	added ('OK')	image/png	etag:%2292f9-5984f7312bf00%22	http://panchtatva-dhimahi.com/wp-content/uploads/2015/04/aura-reading.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2015/04/aura-reading.png	(from http://panchtatva-dhimahi.com/)
15:13:21	42686/42686	---M--	200	added ('OK')	image/png	etag:%22a6be-5984f734fc800%22	http://panchtatva-dhimahi.com/wp-content/uploads/2015/04/pranik-healing.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2015/04/pranik-healing.png	(from http://panchtatva-dhimahi.com/)
15:13:22	44586/44586	---M--	200	added ('OK')	image/png	etag:%22ae2a-5984f734fc800%22	http://panchtatva-dhimahi.com/wp-content/uploads/2015/04/meditation-healing.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2015/04/meditation-healing.png	(from http://panchtatva-dhimahi.com/)
15:13:28	42605/42605	---M--	200	added ('OK')	image/png	etag:%22a66d-5984f734fc800%22	http://panchtatva-dhimahi.com/wp-content/uploads/2015/04/rekie-healing.png	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2015/04/rekie-healing.png	(from http://panchtatva-dhimahi.com/)
15:13:28	11308/11308	---M--	200	added ('OK')	text/css	etag:%222c2c-5984f727a2880%22	http://panchtatva-dhimahi.com/wp-content/plugins/shortcodes-ultimate/assets/css/content-shortcodes.css?ver=4.9.9	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/plugins/shortcodes-ultimate/assets/css/content-shortcodesd87f.css	(from http://panchtatva-dhimahi.com/)
15:13:28	1057504/1057504	---M--	200	added ('OK')	image/jpeg	etag:%221022e0-5ae3d82d44c2c%22	http://panchtatva-dhimahi.com/wp-content/uploads/2020/09/Panch-Tatva-Dhimahi-Banner.jpg	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/uploads/2020/09/Panch-Tatva-Dhimahi-Banner.jpg	(from http://panchtatva-dhimahi.com/)
15:13:29	39899/39899	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2009:43:28%20GMT	http://panchtatva-dhimahi.com/nature-cure-naturopathy/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/nature-cure-naturopathy/index.html	(from http://panchtatva-dhimahi.com/)
15:13:30	64626/64626	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2009:43:29%20GMT	http://panchtatva-dhimahi.com/importance-of-yog/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/importance-of-yog/index.html	(from http://panchtatva-dhimahi.com/)
15:13:32	15248/15248	---M--	200	added ('OK')	application/javascript	etag:%223b90-5984f72001680%22	http://panchtatva-dhimahi.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.mind03d.js	(from http://panchtatva-dhimahi.com/)
15:13:32	11819/11819	---M--	200	added ('OK')	application/javascript	etag:%222e2b-5984f72001680%22	http://panchtatva-dhimahi.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.4.1	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-content/plugins/contact-form-7/includes/js/scriptsa94e.js	(from http://panchtatva-dhimahi.com/)
15:13:33	3929/3929	---M--	200	added ('OK')	application/javascript	etag:%22f59-5c22c9f69960d%22	http://panchtatva-dhimahi.com/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/wp-includes/js/jquery/ui/core.mine899.js	(from http://panchtatva-dhimahi.com/)
15:13:33	58864/58864	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2009:43:32%20GMT	http://panchtatva-dhimahi.com/understanding-reike-healing-techniques-5-basic-principles-every-reiki-practitioner-must-understand/	C:/Users/Girish%20Sharma/Desktop/Panch%20website/Panch/panchtatva-dhimahi.com/understanding-reike-healing-techniques-5-basic-principles-every-reiki-practitioner-must-understand/index.html	(from http://panchtatva-dhimahi.com/)
